id,title,slug,poster_url,director,country,year,film_type,plot,genres,poster_url,combined_features
117,Bún Cá Sứa,bun-ca-sua,https://statics.vinwonders.com/bun-sua-nha-trang-1_1632704947.jpg,Bún Chả Cá Hờn,Việt Nam,2025,Bún chả các loại,"Bún cá với sứa biển Món này được phục vụ tại quán Bún Chả Cá Hờn địa chỉ 113/3 Nguyễn Chí Thanh, Quận Liên Chiểu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907345678.",Bún chả các loại,http://localhost:5173/images/foods/https://statics.vinwonders.com/bun-sua-nha-trang-1_1632704947.jpg,"Bún Cá Sứa Bún cá với sứa biển Món này được phục vụ tại quán Bún Chả Cá Hờn địa chỉ 113/3 Nguyễn Chí Thanh, Quận Liên Chiểu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907345678. Bún chả các loại Bún Chả Cá Hờn Việt Nam Bún chả các loại"
118,Bún Cá Rô Đồng,bun-ca-ro-dong,https://www.huongnghiepaau.com/wp-content/uploads/2016/07/bun-ca-ro-dong.jpg,Bún Chả Cá Hờn,Việt Nam,2025,Bún chả các loại,"Bún cá rô đồng đặc sản Món này được phục vụ tại quán Bún Chả Cá Hờn địa chỉ 113/3 Nguyễn Chí Thanh, Quận Liên Chiểu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907345678.",Bún chả các loại,http://localhost:5173/images/foods/https://www.huongnghiepaau.com/wp-content/uploads/2016/07/bun-ca-ro-dong.jpg,"Bún Cá Rô Đồng Bún cá rô đồng đặc sản Món này được phục vụ tại quán Bún Chả Cá Hờn địa chỉ 113/3 Nguyễn Chí Thanh, Quận Liên Chiểu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907345678. Bún chả các loại Bún Chả Cá Hờn Việt Nam Bún chả các loại"
119,Bún Riêu Cá,bun-rieu-ca,https://i.ytimg.com/vi/Xb-s5pPlbbc/maxresdefault.jpg,Bún Chả Cá Hờn,Việt Nam,2025,Bún riêu,"Bún riêu cá chua ngọt Món này được phục vụ tại quán Bún Chả Cá Hờn địa chỉ 113/3 Nguyễn Chí Thanh, Quận Liên Chiểu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907345678.",Bún riêu,http://localhost:5173/images/foods/https://i.ytimg.com/vi/Xb-s5pPlbbc/maxresdefault.jpg,"Bún Riêu Cá Bún riêu cá chua ngọt Món này được phục vụ tại quán Bún Chả Cá Hờn địa chỉ 113/3 Nguyễn Chí Thanh, Quận Liên Chiểu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907345678. Bún riêu Bún Chả Cá Hờn Việt Nam Bún riêu"
120,Bún Cá Nước Trong,bun-ca-nuoc-trong,https://cdn.tgdd.vn/Files/2020/04/03/1246339/cach-nau-bun-ca-ha-noi-thom-ngon-chuan-vi-khong-ta-13.jpg,Bún Chả Cá Hờn,Việt Nam,2025,Bún chả các loại,"Bún cá nước trong thanh mát Món này được phục vụ tại quán Bún Chả Cá Hờn địa chỉ 113/3 Nguyễn Chí Thanh, Quận Liên Chiểu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907345678.",Bún chả các loại,http://localhost:5173/images/foods/https://cdn.tgdd.vn/Files/2020/04/03/1246339/cach-nau-bun-ca-ha-noi-thom-ngon-chuan-vi-khong-ta-13.jpg,"Bún Cá Nước Trong Bún cá nước trong thanh mát Món này được phục vụ tại quán Bún Chả Cá Hờn địa chỉ 113/3 Nguyễn Chí Thanh, Quận Liên Chiểu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907345678. Bún chả các loại Bún Chả Cá Hờn Việt Nam Bún chả các loại"
121,Bún Mắm Cá Linh,bun-mam-ca-linh,https://cdn2.fptshop.com.vn/unsafe/1920x0/filters:format(webp):quality(75)/cach_nau_bun_mam_ca_linh_1_9a6b506fd6.png,Bún Mắm Ngon,Việt Nam,2025,Bún mắm,"Bún mắm cá linh đặc sản Món này được phục vụ tại quán Bún Mắm Ngon địa chỉ 23/14 Trần Kế Xương, Huyện Hòa Vang, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907456789.",Bún mắm,http://localhost:5173/images/foods/https://cdn2.fptshop.com.vn/unsafe/1920x0/filters:format(webp):quality(75)/cach_nau_bun_mam_ca_linh_1_9a6b506fd6.png,"Bún Mắm Cá Linh Bún mắm cá linh đặc sản Món này được phục vụ tại quán Bún Mắm Ngon địa chỉ 23/14 Trần Kế Xương, Huyện Hòa Vang, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907456789. Bún mắm Bún Mắm Ngon Việt Nam Bún mắm"
122,Bún Mắm Tôm,bun-mam-tom,https://cdn.tgdd.vn/2021/12/CookDishThumb/cach-lam-bun-dau-mam-tom-ngon-ngat-ngay-an-mot-lan-la-ghien-thumb-620x620.jpg,Bún Mắm Ngon,Việt Nam,2025,Bún mắm,"Bún mắm tôm đậm đà Món này được phục vụ tại quán Bún Mắm Ngon địa chỉ 23/14 Trần Kế Xương, Huyện Hòa Vang, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907456789.",Bún mắm,http://localhost:5173/images/foods/https://cdn.tgdd.vn/2021/12/CookDishThumb/cach-lam-bun-dau-mam-tom-ngon-ngat-ngay-an-mot-lan-la-ghien-thumb-620x620.jpg,"Bún Mắm Tôm Bún mắm tôm đậm đà Món này được phục vụ tại quán Bún Mắm Ngon địa chỉ 23/14 Trần Kế Xương, Huyện Hòa Vang, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907456789. Bún mắm Bún Mắm Ngon Việt Nam Bún mắm"
123,Bún Mắm Thịt,bun-mam-thit,https://tse4.mm.bing.net/th/id/OIP.WU9WCutYI7E-WbVKUzdsqQHaHa?rs=1&pid=ImgDetMain,Bún Mắm Ngon,Việt Nam,2025,Bún mắm,"Bún mắm với thịt heo Món này được phục vụ tại quán Bún Mắm Ngon địa chỉ 23/14 Trần Kế Xương, Huyện Hòa Vang, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907456789.",Bún mắm,http://localhost:5173/images/foods/https://tse4.mm.bing.net/th/id/OIP.WU9WCutYI7E-WbVKUzdsqQHaHa?rs=1&pid=ImgDetMain,"Bún Mắm Thịt Bún mắm với thịt heo Món này được phục vụ tại quán Bún Mắm Ngon địa chỉ 23/14 Trần Kế Xương, Huyện Hòa Vang, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907456789. Bún mắm Bún Mắm Ngon Việt Nam Bún mắm"
124,Bún Mắm Hải Sản,bun-mam-hai-san,https://tse3.mm.bing.net/th/id/OIP.VxcVQUGI7QEbOxlt8nmrOAHaEL?rs=1&pid=ImgDetMain,Bún Mắm Ngon,Việt Nam,2025,Bún mắm,"Bún mắm hải sản đặc biệt Món này được phục vụ tại quán Bún Mắm Ngon địa chỉ 23/14 Trần Kế Xương, Huyện Hòa Vang, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907456789.",Bún mắm,http://localhost:5173/images/foods/https://tse3.mm.bing.net/th/id/OIP.VxcVQUGI7QEbOxlt8nmrOAHaEL?rs=1&pid=ImgDetMain,"Bún Mắm Hải Sản Bún mắm hải sản đặc biệt Món này được phục vụ tại quán Bún Mắm Ngon địa chỉ 23/14 Trần Kế Xương, Huyện Hòa Vang, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907456789. Bún mắm Bún Mắm Ngon Việt Nam Bún mắm"
125,Bún Mắm Cá Lóc,bun-mam-ca-loc,https://cdn.tgdd.vn/2021/03/CookRecipe/Avatar/bun-ca-loc-thumbnail.jpg,Bún Mắm Ngon,Việt Nam,2025,Bún mắm,"Bún mắm cá lóc miền Tây Món này được phục vụ tại quán Bún Mắm Ngon địa chỉ 23/14 Trần Kế Xương, Huyện Hòa Vang, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907456789.",Bún mắm,http://localhost:5173/images/foods/https://cdn.tgdd.vn/2021/03/CookRecipe/Avatar/bun-ca-loc-thumbnail.jpg,"Bún Mắm Cá Lóc Bún mắm cá lóc miền Tây Món này được phục vụ tại quán Bún Mắm Ngon địa chỉ 23/14 Trần Kế Xương, Huyện Hòa Vang, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907456789. Bún mắm Bún Mắm Ngon Việt Nam Bún mắm"
126,Bún Mắm Nem,bun-mam-nem,https://cdn.vntrip.vn/cam-nang/wp-content/uploads/2016/12/huong-vi-thom-ngon-kho-quen-cua-mon-bun-mam-nem-da-nang-953-5.jpg,Bún Mắm Ngon,Việt Nam,2025,Bún mắm,"Bún mắm nem đậm vị Món này được phục vụ tại quán Bún Mắm Ngon địa chỉ 23/14 Trần Kế Xương, Huyện Hòa Vang, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907456789.",Bún mắm,http://localhost:5173/images/foods/https://cdn.vntrip.vn/cam-nang/wp-content/uploads/2016/12/huong-vi-thom-ngon-kho-quen-cua-mon-bun-mam-nem-da-nang-953-5.jpg,"Bún Mắm Nem Bún mắm nem đậm vị Món này được phục vụ tại quán Bún Mắm Ngon địa chỉ 23/14 Trần Kế Xương, Huyện Hòa Vang, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907456789. Bún mắm Bún Mắm Ngon Việt Nam Bún mắm"
127,Bún Nước Lèo,bun-nuoc-leo,https://cdn.tgdd.vn/Files/2020/07/01/1266749/cach-nau-bun-nuoc-leo-soc-trang-ngon-dam-da-chuan-vi-an-mot-lan-la-nho-mai-202208301437543598.jpg,Bún Mắm Ngon,Việt Nam,2025,Bún mắm,"Bún nước lèo An Giang Món này được phục vụ tại quán Bún Mắm Ngon địa chỉ 23/14 Trần Kế Xương, Huyện Hòa Vang, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907456789.",Bún mắm,http://localhost:5173/images/foods/https://cdn.tgdd.vn/Files/2020/07/01/1266749/cach-nau-bun-nuoc-leo-soc-trang-ngon-dam-da-chuan-vi-an-mot-lan-la-nho-mai-202208301437543598.jpg,"Bún Nước Lèo Bún nước lèo An Giang Món này được phục vụ tại quán Bún Mắm Ngon địa chỉ 23/14 Trần Kế Xương, Huyện Hòa Vang, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907456789. Bún mắm Bún Mắm Ngon Việt Nam Bún mắm"
128,Phở Bò Đặc Biệt,pho-bo-dac-biet,https://tse1.mm.bing.net/th/id/OIP.Y6nFeTlHIC-wyKyR2Pj_zwHaFJ?rs=1&pid=ImgDetMain,Phở Bò Đà Nẵng,Việt Nam,2025,Phở,"Phở bò đầy đủ topping Món này được phục vụ tại quán Phở Bò Đà Nẵng địa chỉ 89 Đoàn Thị Điểm, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907567890.",Phở,http://localhost:5173/images/foods/https://tse1.mm.bing.net/th/id/OIP.Y6nFeTlHIC-wyKyR2Pj_zwHaFJ?rs=1&pid=ImgDetMain,"Phở Bò Đặc Biệt Phở bò đầy đủ topping Món này được phục vụ tại quán Phở Bò Đà Nẵng địa chỉ 89 Đoàn Thị Điểm, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907567890. Phở Phở Bò Đà Nẵng Việt Nam Phở"
129,Phở Bò Tái,pho-bo-tai,https://cdnv2.tgdd.vn/mwg-static/common/Common/pho-tai-lan.jpg,Phở Bò Đà Nẵng,Việt Nam,2025,Phở,"Phở bò với thịt tái Món này được phục vụ tại quán Phở Bò Đà Nẵng địa chỉ 89 Đoàn Thị Điểm, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907567890.",Phở,http://localhost:5173/images/foods/https://cdnv2.tgdd.vn/mwg-static/common/Common/pho-tai-lan.jpg,"Phở Bò Tái Phở bò với thịt tái Món này được phục vụ tại quán Phở Bò Đà Nẵng địa chỉ 89 Đoàn Thị Điểm, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907567890. Phở Phở Bò Đà Nẵng Việt Nam Phở"
130,Phở Bò Chín,pho-bo-chin,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFL8gNECDeK3gADaGZg2frA8YSPEAzu2Snxg&s,Phở Bò Đà Nẵng,Việt Nam,2025,Phở,"Phở bò với thịt chín Món này được phục vụ tại quán Phở Bò Đà Nẵng địa chỉ 89 Đoàn Thị Điểm, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907567890.",Phở,http://localhost:5173/images/foods/https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFL8gNECDeK3gADaGZg2frA8YSPEAzu2Snxg&s,"Phở Bò Chín Phở bò với thịt chín Món này được phục vụ tại quán Phở Bò Đà Nẵng địa chỉ 89 Đoàn Thị Điểm, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907567890. Phở Phở Bò Đà Nẵng Việt Nam Phở"
131,Phở Bò Gầu,pho-bo-gau,https://imgs.vietnamnet.vn/Images/2016/02/15/14/20160215143619-cach-nau-pho-bo-1p-143539911.jpg?width=0&s=t9nnM9JXCNS7pB2qObtcqw,Phở Bò Đà Nẵng,Việt Nam,2025,Phở,"Phở bò với gầu bò mềm Món này được phục vụ tại quán Phở Bò Đà Nẵng địa chỉ 89 Đoàn Thị Điểm, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907567890.",Phở,http://localhost:5173/images/foods/https://imgs.vietnamnet.vn/Images/2016/02/15/14/20160215143619-cach-nau-pho-bo-1p-143539911.jpg?width=0&s=t9nnM9JXCNS7pB2qObtcqw,"Phở Bò Gầu Phở bò với gầu bò mềm Món này được phục vụ tại quán Phở Bò Đà Nẵng địa chỉ 89 Đoàn Thị Điểm, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907567890. Phở Phở Bò Đà Nẵng Việt Nam Phở"
132,Phở Bò Nạm,pho-bo-nam,https://tse1.mm.bing.net/th/id/OIP.Y6nFeTlHIC-wyKyR2Pj_zwHaFJ?rs=1&pid=ImgDetMain,Phở Bò Đà Nẵng,Việt Nam,2025,Phở,"Phở bò với nạm bò Món này được phục vụ tại quán Phở Bò Đà Nẵng địa chỉ 89 Đoàn Thị Điểm, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907567890.",Phở,http://localhost:5173/images/foods/https://tse1.mm.bing.net/th/id/OIP.Y6nFeTlHIC-wyKyR2Pj_zwHaFJ?rs=1&pid=ImgDetMain,"Phở Bò Nạm Phở bò với nạm bò Món này được phục vụ tại quán Phở Bò Đà Nẵng địa chỉ 89 Đoàn Thị Điểm, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907567890. Phở Phở Bò Đà Nẵng Việt Nam Phở"
133,Phở Bò Sách,pho-bo-sach,https://chopstixpho.net/uploads/article/pho-tai-sach-1554883883.jpg,Phở Bò Đà Nẵng,Việt Nam,2025,Phở,"Phở bò với sách bò Món này được phục vụ tại quán Phở Bò Đà Nẵng địa chỉ 89 Đoàn Thị Điểm, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907567890.",Phở,http://localhost:5173/images/foods/https://chopstixpho.net/uploads/article/pho-tai-sach-1554883883.jpg,"Phở Bò Sách Phở bò với sách bò Món này được phục vụ tại quán Phở Bò Đà Nẵng địa chỉ 89 Đoàn Thị Điểm, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907567890. Phở Phở Bò Đà Nẵng Việt Nam Phở"
134,Phở Gà,pho-ga,https://cdn2.fptshop.com.vn/unsafe/1920x0/filters:format(webp):quality(75)/cach_lam_pho_ga_vi_mien_bac_e16f1f49c8.jpg,Phở Bò Đà Nẵng,Việt Nam,2025,Phở,"Phở gà thơm ngon Món này được phục vụ tại quán Phở Bò Đà Nẵng địa chỉ 89 Đoàn Thị Điểm, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907567890.",Phở,http://localhost:5173/images/foods/https://cdn2.fptshop.com.vn/unsafe/1920x0/filters:format(webp):quality(75)/cach_lam_pho_ga_vi_mien_bac_e16f1f49c8.jpg,"Phở Gà Phở gà thơm ngon Món này được phục vụ tại quán Phở Bò Đà Nẵng địa chỉ 89 Đoàn Thị Điểm, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907567890. Phở Phở Bò Đà Nẵng Việt Nam Phở"
135,Phở Đặc Biệt,pho-dac-biet,https://tse1.mm.bing.net/th/id/OIP.Y6nFeTlHIC-wyKyR2Pj_zwHaFJ?rs=1&pid=ImgDetMain,Phở Bò Đà Nẵng,Việt Nam,2025,Phở,"Phở đặc biệt full topping Món này được phục vụ tại quán Phở Bò Đà Nẵng địa chỉ 89 Đoàn Thị Điểm, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907567890.",Phở,http://localhost:5173/images/foods/https://tse1.mm.bing.net/th/id/OIP.Y6nFeTlHIC-wyKyR2Pj_zwHaFJ?rs=1&pid=ImgDetMain,"Phở Đặc Biệt Phở đặc biệt full topping Món này được phục vụ tại quán Phở Bò Đà Nẵng địa chỉ 89 Đoàn Thị Điểm, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907567890. Phở Phở Bò Đà Nẵng Việt Nam Phở"
136,Mì Quảng Gà,mi-quang-ga,https://i.ytimg.com/vi/g3V_oNeMdHs/maxresdefault.jpg,Mì Quảng 1A,Việt Nam,2025,Mì Quảng,"Mì quảng gà truyền thống Món này được phục vụ tại quán Mì Quảng 1A địa chỉ 1 Hải Phòng, Quận Sơn Trà, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907678901.",Mì Quảng,http://localhost:5173/images/foods/https://i.ytimg.com/vi/g3V_oNeMdHs/maxresdefault.jpg,"Mì Quảng Gà Mì quảng gà truyền thống Món này được phục vụ tại quán Mì Quảng 1A địa chỉ 1 Hải Phòng, Quận Sơn Trà, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907678901. Mì Quảng Mì Quảng 1A Việt Nam Mì Quảng"
137,Mì Quảng Tôm,mi-quang-tom,https://tse4.mm.bing.net/th/id/OIP.PAXvKG2tiEQzJmJ-qIWRzQHaEK?rs=1&pid=ImgDetMain,Mì Quảng 1A,Việt Nam,2025,Mì Quảng,"Mì quảng với tôm tươi Món này được phục vụ tại quán Mì Quảng 1A địa chỉ 1 Hải Phòng, Quận Sơn Trà, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907678901.",Mì Quảng,http://localhost:5173/images/foods/https://tse4.mm.bing.net/th/id/OIP.PAXvKG2tiEQzJmJ-qIWRzQHaEK?rs=1&pid=ImgDetMain,"Mì Quảng Tôm Mì quảng với tôm tươi Món này được phục vụ tại quán Mì Quảng 1A địa chỉ 1 Hải Phòng, Quận Sơn Trà, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907678901. Mì Quảng Mì Quảng 1A Việt Nam Mì Quảng"
138,Mì Quảng Thịt,mi-quang-thit,https://tse3.mm.bing.net/th/id/OIP.1hdGdrsFYUDvGi9VdnFH7QHaEL?rs=1&pid=ImgDetMain,Mì Quảng 1A,Việt Nam,2025,Mì Quảng,"Mì quảng thịt heo Món này được phục vụ tại quán Mì Quảng 1A địa chỉ 1 Hải Phòng, Quận Sơn Trà, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907678901.",Mì Quảng,http://localhost:5173/images/foods/https://tse3.mm.bing.net/th/id/OIP.1hdGdrsFYUDvGi9VdnFH7QHaEL?rs=1&pid=ImgDetMain,"Mì Quảng Thịt Mì quảng thịt heo Món này được phục vụ tại quán Mì Quảng 1A địa chỉ 1 Hải Phòng, Quận Sơn Trà, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907678901. Mì Quảng Mì Quảng 1A Việt Nam Mì Quảng"
139,Mì Quảng Hải Sản,mi-quang-hai-san,https://cdn.khamphadanang.vn/wp-content/uploads/2024/02/mi-quang-1a-hai-phong-3.jpg?strip=all&lossy=1&ssl=1,Mì Quảng 1A,Việt Nam,2025,Mì Quảng,"Mì quảng hải sản đầy đủ Món này được phục vụ tại quán Mì Quảng 1A địa chỉ 1 Hải Phòng, Quận Sơn Trà, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907678901.",Mì Quảng,http://localhost:5173/images/foods/https://cdn.khamphadanang.vn/wp-content/uploads/2024/02/mi-quang-1a-hai-phong-3.jpg?strip=all&lossy=1&ssl=1,"Mì Quảng Hải Sản Mì quảng hải sản đầy đủ Món này được phục vụ tại quán Mì Quảng 1A địa chỉ 1 Hải Phòng, Quận Sơn Trà, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907678901. Mì Quảng Mì Quảng 1A Việt Nam Mì Quảng"
140,Mì Quảng Cá,mi-quang-ca,https://www.huongnghiepaau.com/wp-content/uploads/2017/08/cach-nau-mi-quang-ca-loc.jpg,Mì Quảng 1A,Việt Nam,2025,Mì Quảng,"Mì quảng cá ngon Món này được phục vụ tại quán Mì Quảng 1A địa chỉ 1 Hải Phòng, Quận Sơn Trà, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907678901.",Mì Quảng,http://localhost:5173/images/foods/https://www.huongnghiepaau.com/wp-content/uploads/2017/08/cach-nau-mi-quang-ca-loc.jpg,"Mì Quảng Cá Mì quảng cá ngon Món này được phục vụ tại quán Mì Quảng 1A địa chỉ 1 Hải Phòng, Quận Sơn Trà, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907678901. Mì Quảng Mì Quảng 1A Việt Nam Mì Quảng"
141,Mì Quảng Đặc Biệt,mi-quang-dac-biet,https://cdn.khamphadanang.vn/wp-content/uploads/2024/02/mi-quang-1a-hai-phong-3.jpg?strip=all&lossy=1&ssl=1,Mì Quảng 1A,Việt Nam,2025,Mì Quảng,"Mì quảng đặc biệt full topping Món này được phục vụ tại quán Mì Quảng 1A địa chỉ 1 Hải Phòng, Quận Sơn Trà, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907678901.",Mì Quảng,http://localhost:5173/images/foods/https://cdn.khamphadanang.vn/wp-content/uploads/2024/02/mi-quang-1a-hai-phong-3.jpg?strip=all&lossy=1&ssl=1,"Mì Quảng Đặc Biệt Mì quảng đặc biệt full topping Món này được phục vụ tại quán Mì Quảng 1A địa chỉ 1 Hải Phòng, Quận Sơn Trà, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907678901. Mì Quảng Mì Quảng 1A Việt Nam Mì Quảng"
142,Mì Quảng Bò,mi-quang-bo,https://vcdn1-ngoisao.vnecdn.net/2020/06/01/mi-bo1-1591004481-5291-1591005003.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=xBN9UV9qANvYQpVMfdsu4g,Mì Quảng 1A,Việt Nam,2025,Mì Quảng,"Mì quảng bò ngon Món này được phục vụ tại quán Mì Quảng 1A địa chỉ 1 Hải Phòng, Quận Sơn Trà, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907678901.",Mì Quảng,http://localhost:5173/images/foods/https://vcdn1-ngoisao.vnecdn.net/2020/06/01/mi-bo1-1591004481-5291-1591005003.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=xBN9UV9qANvYQpVMfdsu4g,"Mì Quảng Bò Mì quảng bò ngon Món này được phục vụ tại quán Mì Quảng 1A địa chỉ 1 Hải Phòng, Quận Sơn Trà, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907678901. Mì Quảng Mì Quảng 1A Việt Nam Mì Quảng"
143,Mì Quảng Chay,mi-quang-chay,https://hoangviettravel.vn/wp-content/uploads/2020/03/mi-quang-chay-da-nang-09-min.jpg,Mì Quảng 1A,Việt Nam,2025,Mì Quảng,"Mì quảng chay thanh đạm Món này được phục vụ tại quán Mì Quảng 1A địa chỉ 1 Hải Phòng, Quận Sơn Trà, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907678901.",Mì Quảng,http://localhost:5173/images/foods/https://hoangviettravel.vn/wp-content/uploads/2020/03/mi-quang-chay-da-nang-09-min.jpg,"Mì Quảng Chay Mì quảng chay thanh đạm Món này được phục vụ tại quán Mì Quảng 1A địa chỉ 1 Hải Phòng, Quận Sơn Trà, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907678901. Mì Quảng Mì Quảng 1A Việt Nam Mì Quảng"
144,Mì Quảng Ếch,mi-quang-ech,https://cdn.khamphadanang.vn/wp-content/uploads/2024/01/mi-quang-ech-bep-trang-2.jpg?strip=all&lossy=1&ssl=1,Mì Quảng Bếp Trang,Việt Nam,2025,Mì Quảng,"Mì quảng ếch đặc sản Món này được phục vụ tại quán Mì Quảng Bếp Trang địa chỉ 441 Ông Ích Khiêm, Quận Thanh Khê, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907789012.",Mì Quảng,http://localhost:5173/images/foods/https://cdn.khamphadanang.vn/wp-content/uploads/2024/01/mi-quang-ech-bep-trang-2.jpg?strip=all&lossy=1&ssl=1,"Mì Quảng Ếch Mì quảng ếch đặc sản Món này được phục vụ tại quán Mì Quảng Bếp Trang địa chỉ 441 Ông Ích Khiêm, Quận Thanh Khê, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907789012. Mì Quảng Mì Quảng Bếp Trang Việt Nam Mì Quảng"
145,Mì Quảng Bò Kho,mi-quang-bo-kho,https://cdn11.dienmaycholon.vn/filewebdmclnew/public/userupload/files/kien-thuc/cach-nau-mi-quang-bo/cach-nau-mi-quang-bo-6.jpg,Mì Quảng Bếp Trang,Việt Nam,2025,Mì Quảng,"Mì quảng bò kho đậm đà Món này được phục vụ tại quán Mì Quảng Bếp Trang địa chỉ 441 Ông Ích Khiêm, Quận Thanh Khê, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907789012.",Mì Quảng,http://localhost:5173/images/foods/https://cdn11.dienmaycholon.vn/filewebdmclnew/public/userupload/files/kien-thuc/cach-nau-mi-quang-bo/cach-nau-mi-quang-bo-6.jpg,"Mì Quảng Bò Kho Mì quảng bò kho đậm đà Món này được phục vụ tại quán Mì Quảng Bếp Trang địa chỉ 441 Ông Ích Khiêm, Quận Thanh Khê, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907789012. Mì Quảng Mì Quảng Bếp Trang Việt Nam Mì Quảng"
146,Mì Quảng Gà Xé,mi-quang-ga-xe,https://img-global.cpcdn.com/recipes/3f1c042425bb6652/680x482cq70/cach-n%E1%BA%A5u-nhan-mi-qu%E1%BA%A3ng-ga-recipe-main-photo.jpg,Mì Quảng Bếp Trang,Việt Nam,2025,Mì Quảng,"Mì quảng gà xé thơm ngon Món này được phục vụ tại quán Mì Quảng Bếp Trang địa chỉ 441 Ông Ích Khiêm, Quận Thanh Khê, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907789012.",Mì Quảng,http://localhost:5173/images/foods/https://img-global.cpcdn.com/recipes/3f1c042425bb6652/680x482cq70/cach-n%E1%BA%A5u-nhan-mi-qu%E1%BA%A3ng-ga-recipe-main-photo.jpg,"Mì Quảng Gà Xé Mì quảng gà xé thơm ngon Món này được phục vụ tại quán Mì Quảng Bếp Trang địa chỉ 441 Ông Ích Khiêm, Quận Thanh Khê, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907789012. Mì Quảng Mì Quảng Bếp Trang Việt Nam Mì Quảng"
